NPI,PROVIDER_FIRST_NAME,PROVIDER_LAST_NAME,SPECIALTY,DEPARTMENT,KP_REGION,FACILITY,PROVIDER_TYPE,DEA_NUMBER,LICENSE_STATE,HIRE_DATE,STATUS,PANEL_SIZE,ACCEPTS_NEW_PATIENTS
1674934344,Margaret,Lewis,Psychiatry,Psychiatry,MAS,Capitol Hill Medical Center,PA,DEA7357318,GA,2011-09-07,ACTIVE,1613,Y
1690505996,Ronald,Wright,Oncology,Oncology,HI,Moanalua Medical Center,PA,DEA9156930,WA,2011-09-09,ACTIVE,2266,Y
1867915729,Barbara,Roberts,Orthopedics,Orthopedics,SCAL,Irvine Medical Center,NP,DEA6500470,GA,2013-11-22,ON_LEAVE,2346,Y
1813335825,Michael,Roberts,OB/GYN,OB/GYN,NW,Interstate Medical Office,DO,DEA2931929,HI,2010-06-20,ACTIVE,1526,Y
1337798976,Mary,Nguyen,Emergency Medicine,Emergency Medicine,NW,Interstate Medical Office,NP,DEA2475156,CO,2013-10-04,ACTIVE,608,N
1771655060,Jennifer,Taylor,Dermatology,Dermatology,MAS,Tysons Corner Medical Center,PhD,DEA6533401,VA,2023-06-10,INACTIVE,649,N
1877486166,Joshua,Lopez,Pediatrics,Pediatrics,MID,Mid-Atlantic Medical Center,MD,DEA5009103,DC,2022-04-07,ACTIVE,1278,Y
1339945473,Stephanie,Phillips,Internal Medicine,Internal Medicine,NCAL,Sacramento Medical Center,MD,DEA5141709,MD,2009-12-09,ACTIVE,1206,Y
1024545512,Anthony,Thompson,Gastroenterology,Gastroenterology,NW,Westside Medical Center,PA,DEA9020278,DC,2018-01-24,INACTIVE,1574,N
1210391410,Joseph,Taylor,Psychiatry,Psychiatry,SCAL,San Diego Medical Center,LCSW,DEA5364930,CA,2011-05-19,ON_LEAVE,460,Y
1486461049,Alexander,Morales,Ophthalmology,Ophthalmology,SCAL,Riverside Medical Center,DO,DEA9333035,CO,2008-08-30,ACTIVE,1224,Y
1616064050,Alexander,Reyes,Radiology,Radiology,MID,Burke Medical Center,NP,DEA4707067,MD,2006-06-25,ACTIVE,1290,Y
1524076804,Edward,Rivera,Oncology,Oncology,HI,Moanalua Medical Center,RN,DEA8687674,OR,2016-05-08,ACTIVE,571,N
1049482410,Mark,Evans,Nephrology,Nephrology,NW,Westside Medical Center,MD,DEA3109249,MD,2016-05-18,ACTIVE,281,Y
1890674029,Janet,Thomas,Orthopedics,Orthopedics,SCAL,Fontana Medical Center,MD,DEA8174691,GA,2014-09-01,ACTIVE,113,N
1406431485,Rachel,Flores,OB/GYN,OB/GYN,NCAL,Santa Clara Medical Center,MD,DEA6075861,VA,2022-06-07,ACTIVE,164,Y
1078347083,Katherine,White,Radiology,Radiology,GA,Town Center Medical Office,RN,DEA2591113,HI,2014-09-29,INACTIVE,1518,Y
1061398683,Alexander,Clark,Cardiology,Cardiology,CO,Rock Creek Medical Office,MD,DEA4714534,CO,2006-08-14,ACTIVE,1379,Y
1292586204,Patricia,Johnson,Pulmonology,Pulmonology,HI,Moanalua Medical Center,PhD,DEA9889791,CO,2022-10-21,ACTIVE,1746,Y
1496193020,Frank,Roberts,Psychiatry,Psychiatry,SCAL,Irvine Medical Center,RN,DEA2873456,DC,2017-01-15,ACTIVE,1686,N
1632299242,Donna,Scott,Pediatrics,Pediatrics,NCAL,San Francisco Medical Center,MD,DEA7575296,WA,2008-11-05,ACTIVE,1659,Y
1786983841,Andrew,Rivera,Pediatrics,Pediatrics,CO,Skyline Medical Center,DO,DEA8643099,WA,2020-06-18,ACTIVE,2170,Y
1493851566,Carolyn,Cruz,Emergency Medicine,Emergency Medicine,SCAL,San Diego Medical Center,NP,DEA8286932,CA,2022-10-14,INACTIVE,656,Y
1951359796,Sarah,Diaz,Psychiatry,Psychiatry,NW,Westside Medical Center,LCSW,DEA7275109,CA,2018-09-04,ACTIVE,721,Y
1449654348,Angela,Morris,Internal Medicine,Internal Medicine,HI,Maui Lani Medical Office,NP,DEA9833231,VA,2016-03-09,ACTIVE,939,Y
1912848926,Charles,Parker,Surgery,Surgery,SCAL,Irvine Medical Center,DO,DEA7787261,OR,2015-05-31,ON_LEAVE,1197,Y
1636050258,Debra,Adams,Oncology,Oncology,MID,Burke Medical Center,PhD,DEA7433785,CA,2010-10-13,ACTIVE,312,Y
1759339878,Richard,Jackson,Pulmonology,Pulmonology,GA,Crescent Center,RN,DEA2781028,CO,2016-07-13,INACTIVE,1080,Y
1289376777,Elizabeth,Lopez,Orthopedics,Orthopedics,HI,Moanalua Medical Center,NP,DEA6867233,VA,2023-12-30,ACTIVE,982,N
1979265988,Alexander,Turner,Ophthalmology,Ophthalmology,HI,Maui Lani Medical Office,NP,DEA9713884,HI,2008-11-01,ACTIVE,1989,Y
1729117236,Betty,King,Pediatrics,Pediatrics,GA,Crescent Center,MD,DEA8439627,MD,2005-02-20,ACTIVE,981,Y
1099388282,Richard,Mitchell,Pediatrics,Pediatrics,CO,Skyline Medical Center,RN,DEA8144034,VA,2017-04-18,INACTIVE,1393,Y
1438050984,Gary,Cruz,Oncology,Oncology,NCAL,Oakland Medical Center,LCSW,DEA8597797,VA,2014-10-22,ACTIVE,321,N
1596192922,Dorothy,Morales,Nephrology,Nephrology,CO,Rock Creek Medical Office,MD,DEA4508317,MD,2013-03-12,ACTIVE,2406,N
1933537638,James,Baker,Neurology,Neurology,GA,Town Center Medical Office,MD,DEA7174096,DC,2018-07-12,ACTIVE,1717,N
1623574002,Susan,Miller,Dermatology,Dermatology,HI,Maui Lani Medical Office,RN,DEA3831398,CA,2011-05-15,ACTIVE,1323,Y
1203906851,Rachel,Clark,Oncology,Oncology,CO,Rock Creek Medical Office,RN,DEA7405551,DC,2022-11-02,ACTIVE,400,N
1257263443,Jeffrey,Davis,Pulmonology,Pulmonology,HI,Maui Lani Medical Office,MD,DEA8286936,MD,2021-08-27,ACTIVE,1674,Y
1094264051,Margaret,Cruz,Gastroenterology,Gastroenterology,NW,Westside Medical Center,PA,DEA6589251,WA,2010-09-10,ACTIVE,1117,Y
1055989583,Shirley,Clark,Oncology,Oncology,SCAL,San Diego Medical Center,NP,DEA1097843,OR,2010-05-03,ACTIVE,2430,Y
1506769513,Edward,Green,Gastroenterology,Gastroenterology,MID,Mid-Atlantic Medical Center,DO,DEA8933719,GA,2006-07-27,ACTIVE,897,Y
1031245705,Stephanie,Wilson,Nephrology,Nephrology,MAS,Capitol Hill Medical Center,MD,DEA2356766,GA,2022-09-04,ON_LEAVE,1556,Y
1355073120,Christopher,Reyes,Gastroenterology,Gastroenterology,NW,Interstate Medical Office,LCSW,DEA1171860,HI,2016-01-26,ON_LEAVE,728,N
1234852149,Mark,Wilson,Gastroenterology,Gastroenterology,HI,Moanalua Medical Center,NP,DEA2113177,CA,2016-03-02,ACTIVE,428,N
1747085218,Pamela,Nguyen,Oncology,Oncology,MAS,Tysons Corner Medical Center,PhD,DEA8247087,CA,2017-04-05,ACTIVE,2036,Y
1073462638,Kevin,Baker,OB/GYN,OB/GYN,MAS,Tysons Corner Medical Center,PhD,DEA5881310,GA,2016-01-22,ACTIVE,2236,Y
1005301237,Kenneth,King,Oncology,Oncology,MID,Mid-Atlantic Medical Center,MD,DEA2865832,MD,2006-09-12,ACTIVE,2332,Y
1711586738,Janet,Baker,ENT,ENT,HI,Maui Lani Medical Office,MD,DEA7772945,MD,2007-12-05,ACTIVE,2152,Y
1424564331,Jacob,Gomez,Psychiatry,Psychiatry,MID,Mid-Atlantic Medical Center,DO,DEA5374035,HI,2017-05-17,ACTIVE,1499,N
1926529951,Andrew,Scott,Nephrology,Nephrology,NCAL,Santa Clara Medical Center,RN,DEA7980248,WA,2019-09-19,ACTIVE,2114,N
1503943324,Donald,Lee,Internal Medicine,Internal Medicine,CO,Franklin Medical Center,MD,DEA4932146,CA,2008-04-04,ACTIVE,734,N
1392365163,Edward,Allen,Neurology,Neurology,SCAL,Irvine Medical Center,RN,DEA8122679,MD,2011-02-17,ACTIVE,1304,Y
1275113485,Linda,Stewart,Radiology,Radiology,MAS,Tysons Corner Medical Center,PA,DEA2339002,CA,2020-01-24,INACTIVE,923,Y
1983121097,Jeffrey,Johnson,ENT,ENT,HI,Maui Lani Medical Office,RN,DEA8718742,HI,2008-11-04,ACTIVE,2430,Y
1337422523,Dorothy,Wilson,Pediatrics,Pediatrics,NCAL,Walnut Creek Medical Center,MD,DEA7834820,MD,2022-11-14,ACTIVE,900,Y
1675297843,Dorothy,Thomas,Cardiology,Cardiology,HI,Maui Lani Medical Office,MD,DEA7370866,GA,2014-06-20,ACTIVE,1620,Y
1270275475,Linda,Edwards,Gastroenterology,Gastroenterology,NCAL,Oakland Medical Center,MD,DEA7026799,VA,2007-03-22,ON_LEAVE,576,Y
1631328002,Richard,Mitchell,Internal Medicine,Internal Medicine,CO,Franklin Medical Center,MD,DEA8349017,CO,2011-02-26,ON_LEAVE,997,Y
1292067777,Kevin,Perez,Emergency Medicine,Emergency Medicine,MAS,Tysons Corner Medical Center,MD,DEA6990203,VA,2013-05-02,ACTIVE,584,N
1613054772,Elizabeth,Campbell,Psychiatry,Psychiatry,GA,Crescent Center,MD,DEA3387658,GA,2023-08-22,INACTIVE,946,N
1144611750,Brandon,Flores,Ophthalmology,Ophthalmology,HI,Moanalua Medical Center,MD,DEA1370773,DC,2013-03-11,ACTIVE,702,Y
1350771667,Frank,Lewis,Orthopedics,Orthopedics,MAS,Tysons Corner Medical Center,PhD,DEA7046413,CO,2022-10-01,ACTIVE,495,Y
1168617706,Angela,Anderson,Psychiatry,Psychiatry,MID,Mid-Atlantic Medical Center,NP,DEA9938861,MD,2006-11-20,ACTIVE,1998,Y
1831990342,Amanda,Reyes,Surgery,Surgery,SCAL,Fontana Medical Center,RN,DEA2129964,CA,2023-07-28,INACTIVE,966,Y
1800080227,Kimberly,Brown,Neurology,Neurology,NCAL,Walnut Creek Medical Center,RN,DEA1226834,CO,2005-05-15,ACTIVE,307,Y
1960585020,Emma,Williams,Neurology,Neurology,NCAL,Santa Clara Medical Center,NP,DEA5770252,OR,2007-07-11,ACTIVE,2113,Y
1741013515,Elizabeth,Morales,Rheumatology,Rheumatology,NCAL,Oakland Medical Center,LCSW,DEA6160231,MD,2007-08-02,ACTIVE,1681,N
1933961226,Ryan,Garcia,Cardiology,Cardiology,HI,Moanalua Medical Center,PA,DEA7424908,GA,2007-12-18,INACTIVE,1510,Y
1781556302,George,Roberts,Pediatrics,Pediatrics,SCAL,Fontana Medical Center,MD,DEA7611594,GA,2006-02-21,ACTIVE,828,Y
1091543501,Michelle,Young,ENT,ENT,CO,Rock Creek Medical Office,NP,DEA6943172,GA,2007-04-22,ACTIVE,142,Y
1650322090,Christopher,Miller,OB/GYN,OB/GYN,NW,Interstate Medical Office,MD,DEA1067909,HI,2016-05-27,ACTIVE,189,N
1972959186,Stephen,Baker,Internal Medicine,Internal Medicine,NCAL,Santa Clara Medical Center,MD,DEA6778904,MD,2008-10-17,ON_LEAVE,311,Y
1545524697,Gary,Gonzalez,Urology,Urology,NCAL,San Francisco Medical Center,NP,DEA4453552,CO,2012-04-05,ACTIVE,1504,Y
1303395690,Thomas,Martinez,Ophthalmology,Ophthalmology,NCAL,Oakland Medical Center,MD,DEA9644719,VA,2008-08-20,ACTIVE,196,N
1986729128,Margaret,Reyes,Pulmonology,Pulmonology,NW,Sunnyside Medical Center,MD,DEA8281581,OR,2007-10-15,ACTIVE,2195,Y
1294793861,Barbara,Hernandez,Endocrinology,Endocrinology,SCAL,Riverside Medical Center,DO,DEA4502322,HI,2022-01-29,ACTIVE,2308,Y
1367716280,Amy,Roberts,Neurology,Neurology,HI,Maui Lani Medical Office,MD,DEA3996732,CA,2021-04-13,INACTIVE,891,N
1091207410,Frank,Hernandez,Endocrinology,Endocrinology,NW,Sunnyside Medical Center,RN,DEA2182728,MD,2010-12-22,ACTIVE,1490,Y
1721166446,William,Thompson,Endocrinology,Endocrinology,HI,Maui Lani Medical Office,DO,DEA5792189,OR,2009-09-30,ACTIVE,1347,N
1702066848,Elizabeth,Scott,Nephrology,Nephrology,NW,Westside Medical Center,MD,DEA7526257,HI,2022-03-10,ACTIVE,571,N
1475218007,David,Lewis,Gastroenterology,Gastroenterology,MAS,Capitol Hill Medical Center,DO,DEA7351642,OR,2021-06-29,ACTIVE,1521,Y
1585306917,James,Williams,Endocrinology,Endocrinology,NCAL,Fremont Medical Center,DO,DEA8368027,GA,2017-02-13,ACTIVE,1899,Y
1251758753,Katherine,Lewis,Ophthalmology,Ophthalmology,HI,Maui Lani Medical Office,PA,DEA3639649,CA,2010-05-30,ACTIVE,212,N
1956134765,Laura,Scott,Rheumatology,Rheumatology,NCAL,Sacramento Medical Center,MD,DEA9196801,OR,2022-05-28,ACTIVE,2457,Y
1555911831,Larry,Jackson,Rheumatology,Rheumatology,MAS,Capitol Hill Medical Center,MD,DEA6147936,OR,2006-06-23,ACTIVE,1853,Y
1533629301,Larry,Rodriguez,Psychiatry,Psychiatry,SCAL,Riverside Medical Center,RN,DEA8478188,CA,2011-07-28,ACTIVE,1980,Y
1967337841,Donald,Diaz,Radiology,Radiology,NCAL,Oakland Medical Center,MD,DEA4308434,MD,2022-12-19,ACTIVE,2425,Y
1169717833,Anthony,Hill,Orthopedics,Orthopedics,MID,Mid-Atlantic Medical Center,MD,DEA3189432,CO,2009-10-14,ACTIVE,1635,Y
1898818480,John,Martin,Psychiatry,Psychiatry,MID,Mid-Atlantic Medical Center,DO,DEA9295882,OR,2008-12-02,ACTIVE,1743,Y
1051403448,Jack,Rodriguez,Pulmonology,Pulmonology,HI,Maui Lani Medical Office,NP,DEA4973281,CA,2008-09-18,ACTIVE,703,Y
1179958910,Emma,Murphy,Cardiology,Cardiology,MID,Burke Medical Center,MD,DEA2139415,WA,2007-08-11,ACTIVE,644,N
1132925832,Amy,Stewart,Emergency Medicine,Emergency Medicine,CO,Rock Creek Medical Office,RN,DEA4533318,CA,2014-11-30,ACTIVE,2095,Y
1493209623,Robert,Garcia,Neurology,Neurology,MAS,Capitol Hill Medical Center,NP,DEA5148140,OR,2005-04-26,ACTIVE,312,Y
1998477572,Carolyn,Ramirez,OB/GYN,OB/GYN,MAS,Tysons Corner Medical Center,DO,DEA1734414,GA,2017-05-24,ACTIVE,910,Y
1535608448,Mary,Nelson,Ophthalmology,Ophthalmology,SCAL,Fontana Medical Center,DO,DEA5955720,OR,2013-05-02,ACTIVE,2157,N
1660540923,Stephanie,Collins,Oncology,Oncology,GA,Town Center Medical Office,MD,DEA6263485,CO,2022-07-26,ACTIVE,2392,N
1443677175,Ryan,Davis,Emergency Medicine,Emergency Medicine,HI,Maui Lani Medical Office,DO,DEA1394170,HI,2019-08-03,ACTIVE,2397,Y
1552926043,Amy,Hill,Emergency Medicine,Emergency Medicine,NW,Sunnyside Medical Center,PhD,DEA9189535,OR,2011-06-02,ACTIVE,1500,Y
1495257952,Charles,Wright,Pediatrics,Pediatrics,GA,Town Center Medical Office,DO,DEA3020813,DC,2005-01-16,ACTIVE,2159,N
1559335002,Amy,Sanchez,Pediatrics,Pediatrics,MAS,Tysons Corner Medical Center,RN,DEA5419892,HI,2021-10-10,INACTIVE,557,N
1698852745,Nicholas,Brown,Internal Medicine,Internal Medicine,NW,Interstate Medical Office,NP,DEA4941233,GA,2021-02-06,ACTIVE,1008,Y
1405986973,Ronald,Mitchell,Nephrology,Nephrology,GA,Crescent Center,LCSW,DEA3486331,OR,2014-06-28,ACTIVE,107,Y
1469871222,Jonathan,Walker,Dermatology,Dermatology,NW,Sunnyside Medical Center,RN,DEA3336793,HI,2005-09-26,ACTIVE,141,Y
1742774623,Elizabeth,Torres,Pulmonology,Pulmonology,NCAL,Sacramento Medical Center,MD,DEA6778402,DC,2020-05-10,ACTIVE,1718,N
1673910433,Frank,Lopez,Gastroenterology,Gastroenterology,MAS,Tysons Corner Medical Center,MD,DEA3676329,CA,2013-12-27,ACTIVE,2236,Y
1746657355,Carolyn,Martinez,Emergency Medicine,Emergency Medicine,GA,Crescent Center,RN,DEA7440646,VA,2020-08-12,ACTIVE,2411,N
1388595236,George,Nelson,Pulmonology,Pulmonology,CO,Franklin Medical Center,MD,DEA1132200,CO,2015-02-01,ACTIVE,1473,Y
1840687449,David,Smith,Urology,Urology,NW,Sunnyside Medical Center,PA,DEA7620865,DC,2015-05-21,ACTIVE,942,N
1309865999,Ryan,Gomez,Gastroenterology,Gastroenterology,NCAL,San Francisco Medical Center,MD,DEA6333579,WA,2009-05-06,ACTIVE,755,Y
1197786121,Catherine,Wright,Dermatology,Dermatology,MAS,Tysons Corner Medical Center,PA,DEA2677124,DC,2012-04-09,ACTIVE,1939,Y
1193073259,Jonathan,Murphy,Cardiology,Cardiology,NW,Westside Medical Center,DO,DEA9686916,OR,2017-04-07,ACTIVE,1175,Y
1772380916,Eric,Allen,Nephrology,Nephrology,HI,Moanalua Medical Center,DO,DEA3267204,CA,2006-03-23,INACTIVE,1376,N
1705813327,Paul,Martin,Rheumatology,Rheumatology,GA,Crescent Center,MD,DEA5799128,VA,2017-03-01,ACTIVE,1382,N
1922510684,Brian,Wright,Urology,Urology,CO,Skyline Medical Center,NP,DEA2489277,OR,2016-04-25,ACTIVE,581,Y
1639800380,Larry,Hill,Internal Medicine,Internal Medicine,SCAL,San Diego Medical Center,PhD,DEA2464357,CA,2022-09-07,ACTIVE,2450,Y
1634992078,Brenda,Campbell,Ophthalmology,Ophthalmology,HI,Moanalua Medical Center,MD,DEA2543548,WA,2014-06-21,ACTIVE,760,Y
1598032629,Eric,Hall,Surgery,Surgery,SCAL,Los Angeles Medical Center,DO,DEA4665622,VA,2020-09-20,ACTIVE,499,N
1755024914,Justin,Walker,Orthopedics,Orthopedics,GA,Town Center Medical Office,RN,DEA1376209,GA,2016-08-09,ACTIVE,1978,N
1967696417,Karen,Roberts,Cardiology,Cardiology,NCAL,Santa Clara Medical Center,MD,DEA3624552,CA,2005-09-15,ACTIVE,1967,Y
1806927390,Nancy,Nelson,Pulmonology,Pulmonology,SCAL,Fontana Medical Center,NP,DEA4107989,CA,2012-05-28,ACTIVE,1379,Y
1250806832,Samantha,Rodriguez,Emergency Medicine,Emergency Medicine,MID,Mid-Atlantic Medical Center,MD,DEA6142783,WA,2021-05-07,ACTIVE,435,N
1236064280,Thomas,Morales,Radiology,Radiology,NW,Sunnyside Medical Center,NP,DEA6983498,WA,2017-02-12,ACTIVE,1225,Y
1342947021,Shirley,Evans,Ophthalmology,Ophthalmology,MAS,Tysons Corner Medical Center,MD,DEA6825932,OR,2021-06-16,INACTIVE,1796,Y
1132472658,Carolyn,Thompson,Pediatrics,Pediatrics,HI,Moanalua Medical Center,PA,DEA8700386,MD,2014-01-23,ACTIVE,2093,Y
1580026129,Robert,Lopez,Psychiatry,Psychiatry,GA,Crescent Center,RN,DEA9483497,OR,2007-12-26,ACTIVE,2364,Y
1532389127,Jacob,Scott,Urology,Urology,CO,Skyline Medical Center,MD,DEA7220576,CA,2007-09-13,INACTIVE,1517,Y
1324087618,Betty,Nelson,OB/GYN,OB/GYN,SCAL,Riverside Medical Center,MD,DEA3285090,VA,2021-11-29,ON_LEAVE,1550,Y
1902909010,Donna,Wright,Neurology,Neurology,GA,Crescent Center,RN,DEA2536058,CA,2012-03-06,ACTIVE,998,Y
1044103119,Amy,Anderson,Oncology,Oncology,MID,Burke Medical Center,DO,DEA7955426,VA,2007-09-25,ACTIVE,1686,N
1320124402,Jennifer,Carter,ENT,ENT,MAS,Capitol Hill Medical Center,DO,DEA8274696,WA,2017-06-27,ACTIVE,2193,Y
1456204701,Carol,Robinson,Neurology,Neurology,MAS,Capitol Hill Medical Center,PA,DEA7531523,MD,2007-06-28,ACTIVE,1392,N
1682733048,Larry,Hall,Urology,Urology,NW,Westside Medical Center,MD,DEA7315488,DC,2009-12-04,INACTIVE,901,N
1864265346,Debra,Cruz,Internal Medicine,Internal Medicine,CO,Franklin Medical Center,DO,DEA6064368,WA,2011-03-31,ACTIVE,840,Y
1962530954,Larry,Walker,Surgery,Surgery,MID,Burke Medical Center,NP,DEA9704553,DC,2009-07-11,ACTIVE,1876,Y
1683931080,Angela,Johnson,OB/GYN,OB/GYN,MID,Burke Medical Center,LCSW,DEA8539967,WA,2017-08-28,ACTIVE,474,Y
1641901528,Samantha,Johnson,Rheumatology,Rheumatology,MAS,Tysons Corner Medical Center,MD,DEA7733918,VA,2008-03-16,ACTIVE,1079,N
1602066928,Michelle,Martin,Oncology,Oncology,SCAL,Downey Medical Center,PhD,DEA2540239,MD,2011-12-16,ACTIVE,1428,N
1674917864,Samuel,Gonzalez,Dermatology,Dermatology,MAS,Capitol Hill Medical Center,NP,DEA2699644,VA,2009-10-04,ACTIVE,590,Y
1808714747,Catherine,Perez,Pulmonology,Pulmonology,MID,Mid-Atlantic Medical Center,DO,DEA5319160,DC,2007-04-09,ACTIVE,1820,Y
1432789631,Jennifer,King,OB/GYN,OB/GYN,NW,Interstate Medical Office,MD,DEA5257178,HI,2017-04-07,ACTIVE,821,Y
1985107186,Ashley,Harris,Endocrinology,Endocrinology,MAS,Tysons Corner Medical Center,MD,DEA9629790,VA,2008-06-14,INACTIVE,655,Y
1617519564,Nancy,Campbell,Urology,Urology,GA,Crescent Center,MD,DEA1653097,HI,2012-07-13,ACTIVE,1430,Y
1524848344,Jennifer,Diaz,Internal Medicine,Internal Medicine,MID,Mid-Atlantic Medical Center,MD,DEA2276392,OR,2005-12-10,INACTIVE,1621,Y
1123350866,Christopher,Anderson,ENT,ENT,NCAL,Fremont Medical Center,MD,DEA6868103,WA,2012-08-18,ACTIVE,2195,Y
1440969152,Jack,Nguyen,OB/GYN,OB/GYN,SCAL,Irvine Medical Center,PA,DEA8589303,WA,2023-01-14,ACTIVE,2109,Y
1282892986,George,Martinez,Neurology,Neurology,CO,Rock Creek Medical Office,DO,DEA3643507,WA,2011-09-14,ACTIVE,2319,Y
1076526312,Dorothy,Campbell,Emergency Medicine,Emergency Medicine,HI,Maui Lani Medical Office,DO,DEA2477223,DC,2020-02-07,ACTIVE,1136,N
1558908429,Carolyn,Gomez,Endocrinology,Endocrinology,NCAL,Santa Clara Medical Center,MD,DEA8881611,GA,2007-03-14,ACTIVE,2067,N
1650904822,James,Mitchell,Nephrology,Nephrology,GA,Crescent Center,MD,DEA4530446,MD,2021-07-19,ON_LEAVE,2448,Y
1424174263,Catherine,Allen,Emergency Medicine,Emergency Medicine,SCAL,Los Angeles Medical Center,RN,DEA3425082,HI,2020-05-28,ACTIVE,2377,N
1995715423,Brenda,Scott,Cardiology,Cardiology,GA,Town Center Medical Office,MD,DEA2259886,GA,2014-04-30,ACTIVE,359,Y
1582421198,David,Carter,Oncology,Oncology,GA,Town Center Medical Office,RN,DEA5755726,MD,2017-05-27,ACTIVE,417,Y
1205307472,Dorothy,Murphy,Gastroenterology,Gastroenterology,CO,Franklin Medical Center,PA,DEA3193130,CO,2017-03-23,ACTIVE,2139,Y
1037494444,Joshua,Harris,Pulmonology,Pulmonology,MAS,Capitol Hill Medical Center,PA,DEA5410136,DC,2022-07-03,ACTIVE,732,Y
1971161701,Thomas,Morales,Pulmonology,Pulmonology,GA,Crescent Center,PA,DEA3234913,CA,2010-11-10,ACTIVE,949,Y
1789881969,Jessica,Moore,Emergency Medicine,Emergency Medicine,CO,Rock Creek Medical Office,MD,DEA9498186,GA,2018-05-31,ACTIVE,2066,Y
1578593763,Edward,Allen,Gastroenterology,Gastroenterology,CO,Rock Creek Medical Office,LCSW,DEA1292155,DC,2013-12-02,ON_LEAVE,1123,Y
1648779566,Charles,Anderson,Cardiology,Cardiology,CO,Rock Creek Medical Office,MD,DEA8121481,CA,2005-10-15,ACTIVE,992,Y
1616714761,David,Baker,Cardiology,Cardiology,NW,Sunnyside Medical Center,MD,DEA7740295,OR,2008-10-14,ACTIVE,254,Y
1193460866,Joseph,Cruz,Cardiology,Cardiology,SCAL,Irvine Medical Center,MD,DEA6896973,HI,2020-03-02,ACTIVE,1649,Y
1104137134,Michael,Williams,Emergency Medicine,Emergency Medicine,SCAL,Los Angeles Medical Center,MD,DEA5646998,GA,2016-12-26,INACTIVE,2079,N
1504087736,Raymond,Morales,Cardiology,Cardiology,NCAL,San Francisco Medical Center,MD,DEA7710392,CO,2006-06-01,ACTIVE,572,Y
1475119852,Alexander,Perez,Neurology,Neurology,CO,Rock Creek Medical Office,MD,DEA9870404,CO,2021-11-08,ACTIVE,205,Y
1160740814,Amy,Allen,Oncology,Oncology,SCAL,Fontana Medical Center,MD,DEA6409784,HI,2016-09-24,ACTIVE,1608,N
1016812932,Barbara,Sanchez,Surgery,Surgery,SCAL,Riverside Medical Center,RN,DEA5569630,MD,2009-09-04,ACTIVE,896,N
1466274142,Barbara,Ramirez,Pediatrics,Pediatrics,NW,Sunnyside Medical Center,NP,DEA3636872,CO,2015-10-30,ACTIVE,1026,Y
1705119296,Carolyn,Robinson,Neurology,Neurology,MID,Burke Medical Center,MD,DEA4161186,CA,2012-10-23,INACTIVE,799,Y
1202990775,Cynthia,Phillips,Ophthalmology,Ophthalmology,GA,Town Center Medical Office,NP,DEA9232740,WA,2012-01-09,ACTIVE,994,N
1173525534,Joseph,Martinez,Cardiology,Cardiology,NCAL,San Francisco Medical Center,MD,DEA2315875,CO,2020-04-17,ACTIVE,1412,N
1278459766,Brian,Carter,Rheumatology,Rheumatology,HI,Maui Lani Medical Office,MD,DEA4003640,DC,2009-11-01,ACTIVE,2348,Y
1110817334,Linda,Rodriguez,Radiology,Radiology,CO,Skyline Medical Center,MD,DEA5974703,GA,2011-08-09,ACTIVE,287,Y
1166139093,Catherine,Walker,Urology,Urology,SCAL,Los Angeles Medical Center,MD,DEA1148398,DC,2016-01-31,ACTIVE,463,N
1765612014,Frank,Collins,Gastroenterology,Gastroenterology,SCAL,Riverside Medical Center,RN,DEA4438067,MD,2006-06-14,ACTIVE,304,Y
1781771968,Thomas,Smith,Gastroenterology,Gastroenterology,MID,Mid-Atlantic Medical Center,MD,DEA5890029,HI,2013-09-12,ACTIVE,1178,Y
1454098507,Samantha,Moore,Ophthalmology,Ophthalmology,GA,Crescent Center,MD,DEA6479924,GA,2022-04-25,ACTIVE,2029,Y
1270974155,Richard,Carter,Oncology,Oncology,MID,Mid-Atlantic Medical Center,NP,DEA2862260,WA,2021-10-20,ACTIVE,371,Y
1185266574,Sandra,Anderson,OB/GYN,OB/GYN,MAS,Capitol Hill Medical Center,MD,DEA3086308,WA,2017-04-11,ACTIVE,996,Y
1220617559,Emily,Turner,Radiology,Radiology,GA,Crescent Center,PA,DEA7752167,VA,2016-09-27,ACTIVE,1883,N
1489097743,Justin,Sanchez,Radiology,Radiology,HI,Maui Lani Medical Office,MD,DEA8636157,OR,2007-12-23,ACTIVE,1437,Y
1465947231,Joshua,Reyes,Endocrinology,Endocrinology,NCAL,Sacramento Medical Center,RN,DEA7870110,OR,2017-08-30,ACTIVE,2094,Y
1916742673,William,Edwards,Gastroenterology,Gastroenterology,GA,Town Center Medical Office,PA,DEA4690963,CO,2018-04-21,ACTIVE,1341,Y
1054737322,Steven,Lee,Orthopedics,Orthopedics,CO,Skyline Medical Center,LCSW,DEA6547452,DC,2006-04-15,ACTIVE,1531,Y
1455047323,Jason,Green,Nephrology,Nephrology,GA,Crescent Center,MD,DEA3851126,GA,2006-09-04,ACTIVE,185,Y
1918834047,Katherine,Jones,Neurology,Neurology,GA,Town Center Medical Office,MD,DEA6433115,CO,2012-04-07,ACTIVE,316,Y
1763761899,Pamela,Moore,OB/GYN,OB/GYN,NCAL,Fremont Medical Center,NP,DEA7688787,CO,2012-03-25,ACTIVE,1319,Y
